team1_name,team2_name,over_bowled,Run_Scored,Wickets_fallen,Inning_Runs
England,India,10,40,0,288
England,India,15,62,1,288
England,India,20,88,1,288
England,India,25,108,1,288
England,India,30,146,1,288
England,India,35,180,1,288
England,India,40,210,1,288
England,India,45,246,2,288
England,India,50,288,2,288
India,England,5,22,0,329
India,England,10,39,0,329
India,England,15,69,0,329
India,England,20,113,1,329
India,England,25,146,1,329
India,England,30,175,1,329
India,England,35,202,2,329
India,England,40,236,2,329
India,England,45,282,3,329
India,England,50,329,7,329
England,West Indies,5,11,0,225
England,West Indies,10,26,0,225
England,West Indies,15,57,1,225
England,West Indies,20,80,1,225
England,West Indies,25,97,2,225
England,West Indies,30,122,2,225
England,West Indies,35,141,2,225
England,West Indies,40,163,3,225
England,West Indies,45,192,5,225
England,West Indies,50,225,10,225
West Indies,Pakistan,5,22,1,238
West Indies,Pakistan,10,43,1,238
West Indies,Pakistan,15,62,2,238
West Indies,Pakistan,20,79,2,238
West Indies,Pakistan,25,104,2,238
West Indies,Pakistan,30,127,3,238
West Indies,Pakistan,35,151,3,238
West Indies,Pakistan,40,181,3,238
West Indies,Pakistan,45,205,5,238
West Indies,Pakistan,50,238,7,238
Pakistan,West Indies,5,7,1,209
Pakistan,West Indies,10,28,1,209
Pakistan,West Indies,15,45,3,209
Pakistan,West Indies,20,63,4,209
Pakistan,West Indies,25,80,4,209
Pakistan,West Indies,30,97,4,209
Pakistan,West Indies,35,120,5,209
Pakistan,West Indies,40,139,5,209
Pakistan,West Indies,45,171,7,209
Pakistan,West Indies,50,209,10,209
England,India,5,18,0,281
England,India,10,48,0,281
England,India,15,82,1,281
England,India,20,98,2,281
England,India,25,123,3,281
England,India,30,140,3,281
England,India,35,168,3,281
England,India,40,201,4,281
England,India,45,240,5,281
England,India,50,281,8,281
West Indies,Pakistan,5,5,2,151
West Indies,Pakistan,10,23,2,151
West Indies,Pakistan,15,32,2,151
West Indies,Pakistan,20,49,3,151
West Indies,Pakistan,25,60,3,151
West Indies,Pakistan,30,76,5,151
West Indies,Pakistan,35,87,6,151
West Indies,Pakistan,40,103,6,151
West Indies,Pakistan,45,123,6,151
West Indies,Pakistan,50,151,10,151
South Africa,Zimbabwe,5,30,0,418
South Africa,Zimbabwe,10,67,0,418
South Africa,Zimbabwe,15,101,0,418
South Africa,Zimbabwe,20,158,0,418
South Africa,Zimbabwe,25,188,1,418
South Africa,Zimbabwe,30,213,2,418
South Africa,Zimbabwe,35,251,2,418
South Africa,Zimbabwe,40,309,3,418
South Africa,Zimbabwe,45,367,5,418
South Africa,Zimbabwe,50,418,5,418
England,South Africa,5,31,0,296
England,South Africa,10,77,0,296
England,South Africa,15,99,0,296
England,South Africa,20,126,1,296
England,South Africa,25,146,2,296
England,South Africa,30,160,4,296
England,South Africa,35,184,5,296
England,South Africa,40,217,5,296
England,South Africa,45,255,5,296
England,South Africa,50,296,7,296
South Africa,England,5,21,1,83
South Africa,England,10,36,4,83
South Africa,England,15,45,5,83
South Africa,England,20,65,7,83
South Africa,England,25,83,10,83
England,New Zealand,5,27,0,307
England,New Zealand,10,47,0,307
England,New Zealand,15,62,1,307
England,New Zealand,20,84,2,307
England,New Zealand,25,101,3,307
England,New Zealand,30,135,3,307
England,New Zealand,35,156,3,307
England,New Zealand,40,198,3,307
England,New Zealand,45,236,4,307
England,New Zealand,50,307,5,307
New Zealand,England,5,26,1,182
New Zealand,England,10,34,1,182
New Zealand,England,15,43,4,182
New Zealand,England,20,48,4,182
New Zealand,England,25,61,5,182
New Zealand,England,30,75,6,182
New Zealand,England,35,94,6,182
New Zealand,England,40,114,7,182
New Zealand,England,45,132,7,182
New Zealand,England,50,182,10,182
New Zealand,England,5,17,0,266
New Zealand,England,10,39,1,266
New Zealand,England,15,55,2,266
New Zealand,England,20,72,3,266
New Zealand,England,25,90,3,266
New Zealand,England,30,117,3,266
New Zealand,England,35,142,4,266
New Zealand,England,40,170,4,266
New Zealand,England,45,205,5,266
New Zealand,England,50,266,5,266
England,New Zealand,5,22,0,245
England,New Zealand,10,48,2,245
England,New Zealand,15,69,2,245
England,New Zealand,20,91,3,245
England,New Zealand,25,104,4,245
England,New Zealand,30,131,4,245
England,New Zealand,35,163,4,245
England,New Zealand,40,198,5,245
England,New Zealand,45,220,7,245
England,New Zealand,50,245,10,245
Canada,Kenya,5,20,1,230
Canada,Kenya,10,49,2,230
Canada,Kenya,15,95,3,230
Canada,Kenya,20,112,4,230
Canada,Kenya,25,126,4,230
Canada,Kenya,30,136,6,230
Canada,Kenya,35,153,6,230
Canada,Kenya,40,180,6,230
Canada,Kenya,45,202,7,230
Canada,Kenya,50,230,10,230
Canada,Kenya,5,10,0,189
Canada,Kenya,10,35,0,189
Canada,Kenya,15,58,2,189
Canada,Kenya,20,76,3,189
Canada,Kenya,25,91,3,189
Canada,Kenya,30,108,3,189
Canada,Kenya,35,125,4,189
Canada,Kenya,40,148,5,189
Canada,Kenya,45,173,6,189
Canada,Kenya,50,189,10,189
England,South Africa,5,27,0,275
England,South Africa,10,44,0,275
England,South Africa,15,59,0,275
England,South Africa,20,78,1,275
England,South Africa,25,99,2,275
England,South Africa,30,117,3,275
England,South Africa,35,141,3,275
England,South Africa,40,181,3,275
England,South Africa,45,218,3,275
England,South Africa,50,275,4,275
Sri Lanka,Bangladesh,5,30,2,196
Sri Lanka,Bangladesh,10,44,2,196
Sri Lanka,Bangladesh,15,48,3,196
Sri Lanka,Bangladesh,20,71,4,196
Sri Lanka,Bangladesh,25,110,4,196
Sri Lanka,Bangladesh,30,135,4,196
Sri Lanka,Bangladesh,35,169,5,196
Sri Lanka,Bangladesh,40,196,10,196
India,South Africa,5,12,0,242
India,South Africa,10,32,1,242
India,South Africa,15,51,2,242
India,South Africa,20,68,2,242
India,South Africa,25,87,2,242
India,South Africa,30,109,2,242
India,South Africa,35,135,2,242
India,South Africa,40,181,2,242
India,South Africa,45,204,3,242
India,South Africa,50,242,8,242
South Africa,Ireland,5,36,0,173
South Africa,Ireland,10,53,0,173
South Africa,Ireland,15,88,1,173
South Africa,Ireland,20,104,1,173
South Africa,Ireland,25,135,1,173
South Africa,Ireland,30,163,4,173
South Africa,Ireland,35,173,4,173
South Africa,Ireland,40,173,4,173
South Africa,Ireland,45,173,4,173
South Africa,Ireland,50,173,4,173
South Africa,India,5,7,1,226
South Africa,India,10,26,2,226
South Africa,India,15,48,3,226
South Africa,India,20,71,3,226
South Africa,India,25,94,3,226
South Africa,India,30,117,3,226
South Africa,India,35,138,4,226
South Africa,India,40,166,4,226
South Africa,India,45,187,5,226
South Africa,India,50,226,6,226
South Africa,India,5,12,2,148
South Africa,India,10,24,2,148
South Africa,India,15,35,4,148
South Africa,India,20,58,4,148
South Africa,India,25,102,4,148
South Africa,India,30,138,5,148
South Africa,India,35,148,7,148
South Africa,India,40,148,7,148
South Africa,India,45,148,7,148
South Africa,India,50,148,7,148
Sri Lanka,Australia,5,12,1,221
Sri Lanka,Australia,10,32,2,221
Sri Lanka,Australia,15,46,3,221
Sri Lanka,Australia,20,61,4,221
Sri Lanka,Australia,25,91,4,221
Sri Lanka,Australia,30,118,4,221
Sri Lanka,Australia,35,141,5,221
Sri Lanka,Australia,40,161,5,221
Sri Lanka,Australia,45,185,6,221
Sri Lanka,Australia,50,221,10,221
Australia,India,5,23,2,239
Australia,India,10,45,3,239
Australia,India,15,83,3,239
Australia,India,20,111,3,239
Australia,India,25,128,4,239
Australia,India,30,141,5,239
Australia,India,35,155,5,239
Australia,India,40,179,6,239
Australia,India,45,199,6,239
Australia,India,50,239,8,239
India,Australia,5,14,0,258
India,Australia,10,36,0,258
India,Australia,15,66,0,258
India,Australia,20,92,0,258
India,Australia,25,121,1,258
India,Australia,30,144,2,258
India,Australia,35,175,3,258
India,Australia,40,207,4,258
India,Australia,45,220,5,258
India,Australia,50,258,9,258
Bangladesh,Sri Lanka,5,13,1,137
Bangladesh,Sri Lanka,10,22,3,137
Bangladesh,Sri Lanka,15,28,4,137
Bangladesh,Sri Lanka,20,44,4,137
Bangladesh,Sri Lanka,25,65,4,137
Bangladesh,Sri Lanka,30,86,4,137
Bangladesh,Sri Lanka,35,99,5,137
Bangladesh,Sri Lanka,40,118,7,137
Bangladesh,Sri Lanka,45,130,9,137
Bangladesh,Sri Lanka,50,137,10,137
Sri Lanka,Bangladesh,5,18,0,234
Sri Lanka,Bangladesh,10,39,1,234
Sri Lanka,Bangladesh,15,60,2,234
Sri Lanka,Bangladesh,20,68,3,234
Sri Lanka,Bangladesh,25,86,3,234
Sri Lanka,Bangladesh,30,116,3,234
Sri Lanka,Bangladesh,35,138,3,234
Sri Lanka,Bangladesh,40,164,4,234
Sri Lanka,Bangladesh,45,198,5,234
Sri Lanka,Bangladesh,50,234,6,234
Sri Lanka,India,5,20,1,179
Sri Lanka,India,10,49,1,179
Sri Lanka,India,15,73,2,179
Sri Lanka,India,20,81,5,179
Sri Lanka,India,25,93,6,179
Sri Lanka,India,30,103,7,179
Sri Lanka,India,35,121,7,179
Sri Lanka,India,40,144,8,179
Sri Lanka,India,45,168,8,179
Sri Lanka,India,50,179,10,179
Australia,India,5,44,1,317
Australia,India,10,92,1,317
Australia,India,15,107,1,317
Australia,India,20,130,1,317
Australia,India,25,160,2,317
Australia,India,30,182,2,317
Australia,India,35,209,3,317
Australia,India,40,231,3,317
Australia,India,45,273,3,317
Australia,India,50,317,7,317
Australia,India,5,37,1,159
Australia,India,10,53,3,159
Australia,India,15,70,4,159
Australia,India,20,79,5,159
Australia,India,25,91,5,159
Australia,India,30,101,6,159
Australia,India,35,128,6,159
Australia,India,40,150,7,159
Australia,India,45,159,10,159
Australia,Sri Lanka,5,17,1,236
Australia,Sri Lanka,10,45,1,236
Australia,Sri Lanka,15,74,2,236
Australia,Sri Lanka,20,99,2,236
Australia,Sri Lanka,25,122,2,236
Australia,Sri Lanka,30,148,2,236
Australia,Sri Lanka,35,167,2,236
Australia,Sri Lanka,40,185,4,236
Australia,Sri Lanka,45,217,5,236
Australia,Sri Lanka,50,236,10,236
Australia,Sri Lanka,5,24,0,253
Australia,Sri Lanka,10,48,0,253
Australia,Sri Lanka,15,69,1,253
Australia,Sri Lanka,20,88,2,253
Australia,Sri Lanka,25,111,2,253
Australia,Sri Lanka,30,136,2,253
Australia,Sri Lanka,35,152,3,253
Australia,Sri Lanka,40,178,4,253
Australia,Sri Lanka,45,209,5,253
Australia,Sri Lanka,50,253,6,253
Australia,India,5,24,0,203
Australia,India,10,41,1,203
Australia,India,15,48,3,203
Australia,India,20,60,4,203
Australia,India,25,79,5,203
Australia,India,30,112,5,203
Australia,India,35,125,6,203
Australia,India,40,156,6,203
Australia,India,45,184,6,203
Australia,India,50,203,9,203
Sri Lanka,India,5,7,2,238
Sri Lanka,India,10,21,2,238
Sri Lanka,India,15,44,2,238
Sri Lanka,India,20,60,2,238
Sri Lanka,India,25,87,2,238
Sri Lanka,India,30,110,2,238
Sri Lanka,India,35,139,2,238
Sri Lanka,India,40,166,4,238
Sri Lanka,India,45,195,4,238
Sri Lanka,India,50,238,6,238
Australia,New Zealand,5,26,1,282
Australia,New Zealand,10,50,1,282
Australia,New Zealand,15,64,2,282
Australia,New Zealand,20,89,3,282
Australia,New Zealand,25,113,3,282
Australia,New Zealand,30,144,3,282
Australia,New Zealand,35,172,3,282
Australia,New Zealand,40,205,4,282
Australia,New Zealand,45,243,4,282
Australia,New Zealand,50,282,6,282
Zimbabwe,West Indies,5,10,0,232
Zimbabwe,West Indies,10,28,0,232
Zimbabwe,West Indies,15,61,0,232
Zimbabwe,West Indies,20,78,0,232
Zimbabwe,West Indies,25,109,0,232
Zimbabwe,West Indies,30,127,0,232
Zimbabwe,West Indies,35,155,0,232
Zimbabwe,West Indies,40,179,3,232
Zimbabwe,West Indies,45,209,5,232
Zimbabwe,West Indies,50,232,9,232
Bermuda,Kenya,5,8,1,174
Bermuda,Kenya,10,24,2,174
Bermuda,Kenya,15,36,3,174
Bermuda,Kenya,20,69,5,174
Bermuda,Kenya,25,114,6,174
Bermuda,Kenya,30,126,7,174
Bermuda,Kenya,35,154,8,174
Bermuda,Kenya,40,172,8,174
Bermuda,Kenya,45,174,10,174
South Africa,Zimbabwe,5,21,0,323
South Africa,Zimbabwe,10,58,1,323
South Africa,Zimbabwe,15,80,2,323
South Africa,Zimbabwe,20,107,2,323
South Africa,Zimbabwe,25,136,2,323
South Africa,Zimbabwe,30,169,2,323
South Africa,Zimbabwe,35,203,2,323
South Africa,Zimbabwe,40,248,2,323
South Africa,Zimbabwe,45,284,5,323
South Africa,Zimbabwe,50,323,9,323
Bermuda,Kenya,5,6,2,183
Bermuda,Kenya,10,15,4,183
Bermuda,Kenya,15,29,4,183
Bermuda,Kenya,20,58,4,183
Bermuda,Kenya,25,68,4,183
Bermuda,Kenya,30,85,4,183
Bermuda,Kenya,35,91,6,183
Bermuda,Kenya,40,113,6,183
Bermuda,Kenya,45,137,6,183
Bermuda,Kenya,50,183,9,183
Bermuda,Kenya,5,7,0,167
Bermuda,Kenya,10,28,0,167
Bermuda,Kenya,15,53,0,167
Bermuda,Kenya,20,63,4,167
Bermuda,Kenya,25,87,4,167
Bermuda,Kenya,30,99,5,167
Bermuda,Kenya,35,127,5,167
Bermuda,Kenya,40,154,6,167
Bermuda,Kenya,45,160,8,167
Bermuda,Kenya,50,167,10,167
Zimbabwe,West Indies,5,17,0,274
Zimbabwe,West Indies,10,41,1,274
Zimbabwe,West Indies,15,63,2,274
Zimbabwe,West Indies,20,82,3,274
Zimbabwe,West Indies,25,109,3,274
Zimbabwe,West Indies,30,133,3,274
Zimbabwe,West Indies,35,167,3,274
Zimbabwe,West Indies,40,190,5,274
Zimbabwe,West Indies,45,229,5,274
Zimbabwe,West Indies,50,274,8,274
West Indies,Zimbabwe,5,8,1,286
West Indies,Zimbabwe,10,46,1,286
West Indies,Zimbabwe,15,79,1,286
West Indies,Zimbabwe,20,106,1,286
West Indies,Zimbabwe,25,130,2,286
West Indies,Zimbabwe,30,150,3,286
West Indies,Zimbabwe,35,175,4,286
West Indies,Zimbabwe,40,213,4,286
West Indies,Zimbabwe,45,236,6,286
West Indies,Zimbabwe,50,286,10,286
Zimbabwe,South Africa,5,21,1,206
Zimbabwe,South Africa,10,28,2,206
Zimbabwe,South Africa,15,48,2,206
Zimbabwe,South Africa,20,69,3,206
Zimbabwe,South Africa,25,73,7,206
Zimbabwe,South Africa,30,89,7,206
Zimbabwe,South Africa,35,104,7,206
Zimbabwe,South Africa,40,137,7,206
Zimbabwe,South Africa,45,160,7,206
Zimbabwe,South Africa,50,206,10,206
Zimbabwe,South Africa,5,10,0,247
Zimbabwe,South Africa,10,23,1,247
Zimbabwe,South Africa,15,44,1,247
Zimbabwe,South Africa,20,60,2,247
Zimbabwe,South Africa,25,93,2,247
Zimbabwe,South Africa,30,123,3,247
Zimbabwe,South Africa,35,149,4,247
Zimbabwe,South Africa,40,177,4,247
Zimbabwe,South Africa,45,216,4,247
Zimbabwe,South Africa,50,247,7,247
England,New Zealand,5,26,0,340
England,New Zealand,10,44,0,340
England,New Zealand,15,85,0,340
England,New Zealand,20,121,0,340
England,New Zealand,25,154,0,340
England,New Zealand,30,172,2,340
England,New Zealand,35,198,2,340
England,New Zealand,40,239,3,340
England,New Zealand,45,282,4,340
England,New Zealand,50,340,6,340
Bangladesh,New Zealand,5,7,1,93
Bangladesh,New Zealand,10,16,1,93
Bangladesh,New Zealand,15,41,1,93
Bangladesh,New Zealand,20,48,4,93
Bangladesh,New Zealand,25,65,4,93
Bangladesh,New Zealand,30,78,6,93
Bangladesh,New Zealand,35,89,8,93
Bangladesh,New Zealand,40,93,10,93
England,New Zealand,5,12,0,130
England,New Zealand,10,34,1,130
England,New Zealand,15,47,2,130
England,New Zealand,20,60,3,130
England,New Zealand,25,77,4,130
England,New Zealand,30,89,5,130
England,New Zealand,35,103,6,130
England,New Zealand,40,107,8,130
England,New Zealand,45,119,8,130
England,New Zealand,50,130,10,130
Pakistan,South Africa,5,7,1,230
Pakistan,South Africa,10,24,2,230
Pakistan,South Africa,15,45,3,230
Pakistan,South Africa,20,67,3,230
Pakistan,South Africa,25,84,3,230
Pakistan,South Africa,30,120,3,230
Pakistan,South Africa,35,144,4,230
Pakistan,South Africa,40,166,6,230
Pakistan,South Africa,45,180,6,230
Pakistan,South Africa,50,230,9,230
South Africa,Pakistan,5,25,1,233
South Africa,Pakistan,10,50,1,233
South Africa,Pakistan,15,73,1,233
South Africa,Pakistan,20,88,2,233
South Africa,Pakistan,25,119,2,233
South Africa,Pakistan,30,137,3,233
South Africa,Pakistan,35,156,3,233
South Africa,Pakistan,40,177,3,233
South Africa,Pakistan,45,203,5,233
South Africa,Pakistan,50,233,9,233
Bangladesh,New Zealand,5,15,0,201
Bangladesh,New Zealand,10,31,1,201
Bangladesh,New Zealand,15,65,2,201
Bangladesh,New Zealand,20,88,2,201
Bangladesh,New Zealand,25,125,2,201
Bangladesh,New Zealand,30,151,6,201
Bangladesh,New Zealand,35,157,7,201
Bangladesh,New Zealand,40,170,7,201
Bangladesh,New Zealand,45,195,9,201
Bangladesh,New Zealand,50,201,10,201
Pakistan,South Africa,5,11,1,265
Pakistan,South Africa,10,31,2,265
Pakistan,South Africa,15,55,2,265
Pakistan,South Africa,20,77,3,265
Pakistan,South Africa,25,106,3,265
Pakistan,South Africa,30,146,3,265
Pakistan,South Africa,35,168,3,265
Pakistan,South Africa,40,187,4,265
Pakistan,South Africa,45,232,6,265
Pakistan,South Africa,50,265,9,265
South Africa,Pakistan,5,19,0,197
South Africa,Pakistan,10,45,1,197
South Africa,Pakistan,15,59,2,197
South Africa,Pakistan,20,77,3,197
South Africa,Pakistan,25,90,3,197
South Africa,Pakistan,30,111,3,197
South Africa,Pakistan,35,132,4,197
South Africa,Pakistan,40,149,4,197
South Africa,Pakistan,45,174,6,197
South Africa,Pakistan,50,197,10,197
South Africa,Pakistan,5,17,0,294
South Africa,Pakistan,10,55,0,294
South Africa,Pakistan,15,86,1,294
South Africa,Pakistan,20,101,2,294
South Africa,Pakistan,25,124,2,294
South Africa,Pakistan,30,151,2,294
South Africa,Pakistan,35,177,2,294
South Africa,Pakistan,40,217,2,294
South Africa,Pakistan,45,243,4,294
South Africa,Pakistan,50,294,5,294
South Africa,New Zealand,5,14,2,209
South Africa,New Zealand,10,26,3,209
South Africa,New Zealand,15,48,3,209
South Africa,New Zealand,20,56,4,209
South Africa,New Zealand,25,70,5,209
South Africa,New Zealand,30,84,5,209
South Africa,New Zealand,35,116,5,209
South Africa,New Zealand,40,138,5,209
South Africa,New Zealand,45,159,6,209
South Africa,New Zealand,50,209,9,209
New Zealand,South Africa,5,13,1,248
New Zealand,South Africa,10,33,1,248
New Zealand,South Africa,15,45,1,248
New Zealand,South Africa,20,77,1,248
New Zealand,South Africa,25,89,2,248
New Zealand,South Africa,30,118,2,248
New Zealand,South Africa,35,147,2,248
New Zealand,South Africa,40,170,3,248
New Zealand,South Africa,45,204,4,248
New Zealand,South Africa,50,248,6,248
West Indies,South Africa,5,21,0,175
West Indies,South Africa,10,45,2,175
West Indies,South Africa,15,64,3,175
West Indies,South Africa,20,76,5,175
West Indies,South Africa,25,94,6,175
West Indies,South Africa,30,125,6,175
West Indies,South Africa,35,173,7,175
West Indies,South Africa,40,175,10,175
South Africa,West Indies,5,18,2,255
South Africa,West Indies,10,33,2,255
South Africa,West Indies,15,68,2,255
South Africa,West Indies,20,101,2,255
South Africa,West Indies,25,116,3,255
South Africa,West Indies,30,140,3,255
South Africa,West Indies,35,162,3,255
South Africa,West Indies,40,188,4,255
South Africa,West Indies,45,224,5,255
South Africa,West Indies,50,255,9,255
New Zealand,South Africa,5,16,1,238
New Zealand,South Africa,10,42,2,238
New Zealand,South Africa,15,54,2,238
New Zealand,South Africa,20,71,3,238
New Zealand,South Africa,25,88,4,238
New Zealand,South Africa,30,112,4,238
New Zealand,South Africa,35,131,5,238
New Zealand,South Africa,40,157,5,238
New Zealand,South Africa,45,188,6,238
New Zealand,South Africa,50,238,8,238
West Indies,South Africa,5,15,0,263
West Indies,South Africa,10,39,0,263
West Indies,South Africa,15,63,0,263
West Indies,South Africa,20,83,0,263
West Indies,South Africa,25,100,1,263
West Indies,South Africa,30,122,3,263
West Indies,South Africa,35,145,3,263
West Indies,South Africa,40,158,5,263
West Indies,South Africa,45,208,9,263
West Indies,South Africa,50,263,9,263
India,Pakistan,5,36,0,294
India,Pakistan,10,67,0,294
India,Pakistan,15,88,2,294
India,Pakistan,20,100,2,294
India,Pakistan,25,119,2,294
India,Pakistan,30,136,3,294
India,Pakistan,35,171,3,294
India,Pakistan,40,205,3,294
India,Pakistan,45,244,4,294
India,Pakistan,50,294,6,294
Pakistan,India,5,17,1,255
Pakistan,India,10,30,1,255
Pakistan,India,15,50,1,255
Pakistan,India,20,79,2,255
Pakistan,India,25,101,2,255
Pakistan,India,30,129,3,255
Pakistan,India,35,148,4,255
Pakistan,India,40,178,4,255
Pakistan,India,45,212,4,255
Pakistan,India,50,255,6,255
Pakistan,India,5,18,0,306
Pakistan,India,10,45,0,306
Pakistan,India,15,70,2,306
Pakistan,India,20,91,3,306
Pakistan,India,25,115,3,306
Pakistan,India,30,145,3,306
Pakistan,India,35,182,3,306
Pakistan,India,40,225,3,306
Pakistan,India,45,265,5,306
Pakistan,India,50,306,6,306
West Indies,South Africa,5,18,0,252
West Indies,South Africa,10,43,1,252
West Indies,South Africa,15,47,1,252
West Indies,South Africa,20,79,1,252
West Indies,South Africa,25,101,2,252
West Indies,South Africa,30,114,3,252
West Indies,South Africa,35,133,3,252
West Indies,South Africa,40,161,4,252
West Indies,South Africa,45,211,6,252
West Indies,South Africa,50,252,7,252
India,Pakistan,5,26,1,321
India,Pakistan,10,54,1,321
India,Pakistan,15,82,1,321
India,Pakistan,20,125,1,321
India,Pakistan,25,172,1,321
India,Pakistan,30,194,3,321
India,Pakistan,35,230,3,321
India,Pakistan,40,260,6,321
India,Pakistan,45,279,8,321
India,Pakistan,50,321,9,321
Pakistan,India,5,22,0,239
Pakistan,India,10,44,0,239
Pakistan,India,15,59,1,239
Pakistan,India,20,77,2,239
Pakistan,India,25,91,2,239
Pakistan,India,30,105,3,239
Pakistan,India,35,137,3,239
Pakistan,India,40,165,4,239
Pakistan,India,45,194,5,239
Pakistan,India,50,239,7,239
India,Australia,5,13,0,291
India,Australia,10,34,0,291
India,Australia,15,68,0,291
India,Australia,20,91,1,291
India,Australia,25,112,1,291
India,Australia,30,134,1,291
India,Australia,35,172,1,291
India,Australia,40,202,2,291
India,Australia,45,235,3,291
India,Australia,50,291,4,291
Australia,India,5,34,1,317
Australia,India,10,65,1,317
Australia,India,15,98,2,317
Australia,India,20,116,3,317
Australia,India,25,147,4,317
Australia,India,30,163,4,317
Australia,India,35,191,4,317
Australia,India,40,215,5,317
Australia,India,45,260,5,317
Australia,India,50,317,8,317
India,Australia,5,16,3,148
India,Australia,10,43,5,148
India,Australia,15,62,5,148
India,Australia,20,81,5,148
India,Australia,25,92,5,148
India,Australia,30,109,9,148
India,Australia,35,129,9,148
India,Australia,40,148,10,148
Australia,India,5,31,0,290
Australia,India,10,61,0,290
Australia,India,15,86,1,290
Australia,India,20,110,1,290
Australia,India,25,125,2,290
Australia,India,30,140,3,290
Australia,India,35,175,3,290
Australia,India,40,207,3,290
Australia,India,45,258,4,290
Australia,India,50,290,7,290
Australia,India,5,21,2,306
Australia,India,10,44,2,306
Australia,India,15,61,2,306
Australia,India,20,86,3,306
Australia,India,25,124,3,306
Australia,India,30,151,3,306
Australia,India,35,182,4,306
Australia,India,40,215,4,306
Australia,India,45,258,4,306
Australia,India,50,306,6,306
Australia,India,5,24,1,193
Australia,India,10,66,2,193
Australia,India,15,102,2,193
Australia,India,20,117,4,193
Australia,India,25,128,4,193
Australia,India,30,157,5,193
Australia,India,35,174,8,193
Australia,India,40,183,9,193
Australia,India,45,193,10,193
South Africa,Bangladesh,5,27,0,283
South Africa,Bangladesh,10,55,0,283
South Africa,Bangladesh,15,70,2,283
South Africa,Bangladesh,20,91,2,283
South Africa,Bangladesh,25,124,2,283
South Africa,Bangladesh,30,140,3,283
South Africa,Bangladesh,35,173,4,283
South Africa,Bangladesh,40,194,5,283
South Africa,Bangladesh,45,217,6,283
South Africa,Bangladesh,50,283,8,283
Australia,South Africa,5,9,1,286
Australia,South Africa,10,41,1,286
Australia,South Africa,15,80,2,286
Australia,South Africa,20,107,2,286
Australia,South Africa,25,124,4,286
Australia,South Africa,30,149,4,286
Australia,South Africa,35,174,5,286
Australia,South Africa,40,197,5,286
Australia,South Africa,45,233,5,286
Australia,South Africa,50,286,7,286
Australia,England,5,21,2,176
Australia,England,10,32,2,176
Australia,England,15,57,2,176
Australia,England,20,73,2,176
Australia,England,25,96,3,176
Australia,England,30,113,5,176
Australia,England,35,134,5,176
Australia,England,40,149,6,176
Australia,England,45,175,9,176
Australia,England,50,176,10,176
Australia,England,5,19,1,296
Australia,England,10,41,2,296
Australia,England,15,67,2,296
Australia,England,20,92,2,296
Australia,England,25,117,2,296
Australia,England,30,149,2,296
Australia,England,35,177,2,296
Australia,England,40,206,3,296
Australia,England,45,243,5,296
Australia,England,50,296,8,296
England,Australia,5,16,0,299
England,Australia,10,47,0,299
England,Australia,15,73,1,299
England,Australia,20,97,2,299
England,Australia,25,118,3,299
England,Australia,30,149,3,299
England,Australia,35,171,4,299
England,Australia,40,208,5,299
England,Australia,45,250,6,299
England,Australia,50,299,10,299
Australia,England,5,21,1,260
Australia,England,10,41,1,260
Australia,England,15,80,1,260
Australia,England,20,94,2,260
Australia,England,25,111,3,260
Australia,England,30,131,3,260
Australia,England,35,155,3,260
Australia,England,40,178,3,260
Australia,England,45,210,4,260
Australia,England,50,260,5,260
Australia,England,5,20,0,249
Australia,England,10,43,0,249
Australia,England,15,62,1,249
Australia,England,20,75,3,249
Australia,England,25,103,3,249
Australia,England,30,127,3,249
Australia,England,35,150,4,249
Australia,England,40,169,5,249
Australia,England,45,201,7,249
Australia,England,50,249,8,249
Pakistan,India,5,13,0,315
Pakistan,India,10,39,1,315
Pakistan,India,15,56,1,315
Pakistan,India,20,75,1,315
Pakistan,India,25,104,1,315
Pakistan,India,30,149,1,315
Pakistan,India,35,182,1,315
Pakistan,India,40,225,1,315
Pakistan,India,45,277,2,315
Pakistan,India,50,315,4,315
England,Australia,5,29,1,220
England,Australia,10,59,1,220
England,Australia,15,84,1,220
England,Australia,20,100,2,220
England,Australia,25,112,3,220
England,Australia,30,138,3,220
England,Australia,35,150,4,220
England,Australia,40,176,5,220
England,Australia,45,211,8,220
England,Australia,50,220,10,220
Pakistan,Bangladesh,5,28,1,329
Pakistan,Bangladesh,10,64,1,329
Pakistan,Bangladesh,15,89,1,329
Pakistan,Bangladesh,20,111,1,329
Pakistan,Bangladesh,25,141,1,329
Pakistan,Bangladesh,30,172,1,329
Pakistan,Bangladesh,35,208,2,329
Pakistan,Bangladesh,40,247,3,329
Pakistan,Bangladesh,45,278,5,329
Pakistan,Bangladesh,50,329,9,329
Pakistan,Bangladesh,5,21,0,233
Pakistan,Bangladesh,10,58,0,233
Pakistan,Bangladesh,15,93,2,233
Pakistan,Bangladesh,20,114,2,233
Pakistan,Bangladesh,25,140,3,233
Pakistan,Bangladesh,30,178,3,233
Pakistan,Bangladesh,35,202,5,233
Pakistan,Bangladesh,40,233,10,233
Bangladesh,India,5,13,1,222
Bangladesh,India,10,29,2,222
Bangladesh,India,15,53,2,222
Bangladesh,India,20,68,2,222
Bangladesh,India,25,93,3,222
Bangladesh,India,30,110,4,222
Bangladesh,India,35,134,4,222
Bangladesh,India,40,162,5,222
Bangladesh,India,45,190,6,222
