team1_name,team2_name,over_bowled,Run_Scored,Wickets_fallen,Inning_Runs
Afghanistan,West Indies,5,11,1,194
Afghanistan,West Indies,10,26,2,194
Afghanistan,West Indies,15,53,2,194
Afghanistan,West Indies,20,86,2,194
Afghanistan,West Indies,25,117,2,194
Afghanistan,West Indies,30,133,4,194
Afghanistan,West Indies,35,158,5,194
Afghanistan,West Indies,40,176,6,194
Afghanistan,West Indies,45,194,9,194
Afghanistan,West Indies,50,194,10,194
West Indies,Afghanistan,5,30,0,247
West Indies,Afghanistan,10,45,0,247
West Indies,Afghanistan,15,60,0,247
West Indies,Afghanistan,20,81,0,247
West Indies,Afghanistan,25,99,1,247
West Indies,Afghanistan,30,120,2,247
West Indies,Afghanistan,35,137,3,247
West Indies,Afghanistan,40,161,5,247
West Indies,Afghanistan,45,202,6,247
West Indies,Afghanistan,50,247,9,247
India,New Zealand,5,25,1,296
India,New Zealand,10,56,2,296
India,New Zealand,15,77,3,296
India,New Zealand,20,100,3,296
India,New Zealand,25,127,3,296
India,New Zealand,30,161,3,296
India,New Zealand,35,188,4,296
India,New Zealand,40,217,4,296
India,New Zealand,45,254,4,296
India,New Zealand,50,296,7,296
Zimbabwe,Netherlands,5,18,0,290
Zimbabwe,Netherlands,10,34,1,290
Zimbabwe,Netherlands,15,55,2,290
Zimbabwe,Netherlands,20,81,2,290
Zimbabwe,Netherlands,25,119,2,290
Zimbabwe,Netherlands,30,149,4,290
Zimbabwe,Netherlands,35,181,4,290
Zimbabwe,Netherlands,40,213,4,290
Zimbabwe,Netherlands,45,235,6,290
Zimbabwe,Netherlands,50,290,6,290
Afghanistan,West Indies,5,20,1,249
Afghanistan,West Indies,10,45,2,249
Afghanistan,West Indies,15,59,2,249
Afghanistan,West Indies,20,75,4,249
Afghanistan,West Indies,25,102,4,249
Afghanistan,West Indies,30,121,5,249
Afghanistan,West Indies,35,141,5,249
Afghanistan,West Indies,40,162,5,249
Afghanistan,West Indies,45,195,5,249
Afghanistan,West Indies,50,249,7,249
New Zealand,India,5,17,0,273
New Zealand,India,10,52,0,273
New Zealand,India,15,83,0,273
New Zealand,India,20,108,1,273
New Zealand,India,25,133,1,273
New Zealand,India,30,159,3,273
New Zealand,India,35,176,5,273
New Zealand,India,40,195,7,273
New Zealand,India,45,220,8,273
New Zealand,India,50,273,8,273
India,New Zealand,5,26,0,347
India,New Zealand,10,55,2,347
India,New Zealand,15,79,2,347
India,New Zealand,20,107,2,347
India,New Zealand,25,134,2,347
India,New Zealand,30,162,3,347
India,New Zealand,35,199,3,347
India,New Zealand,40,251,3,347
India,New Zealand,45,291,3,347
India,New Zealand,50,347,4,347
South Africa,England,5,16,0,256
South Africa,England,10,36,1,256
South Africa,England,15,60,1,256
South Africa,England,20,88,1,256
South Africa,England,25,107,3,256
South Africa,England,30,139,3,256
South Africa,England,35,155,5,256
South Africa,England,40,178,5,256
South Africa,England,45,208,7,256
South Africa,England,50,256,7,256
Australia,South Africa,5,37,0,271
Australia,South Africa,10,73,1,271
Australia,South Africa,15,89,3,271
Australia,South Africa,20,116,3,271
Australia,South Africa,25,142,3,271
Australia,South Africa,30,164,4,271
Australia,South Africa,35,187,4,271
Australia,South Africa,40,222,4,271
Australia,South Africa,45,242,6,271
Australia,South Africa,50,271,10,271
Australia,South Africa,5,13,1,254
Australia,South Africa,10,38,1,254
Australia,South Africa,15,55,3,254
Australia,South Africa,20,77,3,254
Australia,South Africa,25,98,3,254
Australia,South Africa,30,128,3,254
Australia,South Africa,35,151,4,254
Australia,South Africa,40,180,4,254
Australia,South Africa,45,201,6,254
Australia,South Africa,50,254,7,254
India,West Indies,5,27,0,387
India,West Indies,10,55,0,387
India,West Indies,15,83,0,387
India,West Indies,20,98,0,387
India,West Indies,25,145,0,387
India,West Indies,30,170,0,387
India,West Indies,35,207,0,387
India,West Indies,40,260,2,387
India,West Indies,45,308,3,387
India,West Indies,50,387,5,387
India,Australia,5,17,1,255
India,Australia,10,45,1,255
India,Australia,15,72,1,255
India,Australia,20,100,1,255
India,Australia,25,126,1,255
India,Australia,30,147,3,255
India,Australia,35,169,5,255
India,Australia,40,195,5,255
India,Australia,45,230,8,255
India,Australia,50,255,10,255
India,West Indies,5,17,0,287
India,West Indies,10,33,2,287
India,West Indies,15,68,2,287
India,West Indies,20,83,3,287
India,West Indies,25,104,3,287
India,West Indies,30,137,3,287
India,West Indies,35,185,3,287
India,West Indies,40,216,5,287
India,West Indies,45,250,5,287
India,West Indies,50,287,8,287
West Indies,India,5,18,0,315
West Indies,India,10,44,0,315
West Indies,India,15,57,1,315
West Indies,India,20,70,2,315
West Indies,India,25,94,2,315
West Indies,India,30,137,3,315
West Indies,India,35,161,4,315
West Indies,India,40,197,4,315
West Indies,India,45,238,4,315
West Indies,India,50,315,5,315
South Africa,Australia,5,30,1,291
South Africa,Australia,10,50,3,291
South Africa,Australia,15,69,3,291
South Africa,Australia,20,97,3,291
South Africa,Australia,25,120,3,291
South Africa,Australia,30,145,4,291
South Africa,Australia,35,169,4,291
South Africa,Australia,40,209,4,291
South Africa,Australia,45,246,4,291
South Africa,Australia,50,291,7,291
Australia,India,5,27,1,286
Australia,India,10,56,2,286
Australia,India,15,83,2,286
Australia,India,20,111,2,286
Australia,India,25,140,2,286
Australia,India,30,165,2,286
Australia,India,35,183,4,286
Australia,India,40,223,4,286
Australia,India,45,245,6,286
Australia,India,50,286,9,286
India,Australia,5,23,0,340
India,Australia,10,55,0,340
India,Australia,15,87,1,340
India,Australia,20,120,1,340
India,Australia,25,151,1,340
India,Australia,30,187,2,340
India,Australia,35,216,3,340
India,Australia,40,249,3,340
India,Australia,45,287,5,340
India,Australia,50,340,6,340
England,South Africa,5,27,0,258
England,South Africa,10,52,1,258
England,South Africa,15,82,2,258
England,South Africa,20,100,4,258
England,South Africa,25,118,5,258
England,South Africa,30,137,6,258
England,South Africa,35,154,6,258
England,South Africa,40,191,6,258
England,South Africa,45,226,7,258
England,South Africa,50,258,8,258
United States of America,Papua New Guinea,5,27,2,164
United States of America,Papua New Guinea,10,36,4,164
United States of America,Papua New Guinea,15,62,4,164
United States of America,Papua New Guinea,20,89,5,164
United States of America,Papua New Guinea,25,105,7,164
United States of America,Papua New Guinea,30,117,8,164
United States of America,Papua New Guinea,35,128,8,164
United States of America,Papua New Guinea,40,147,8,164
United States of America,Papua New Guinea,45,164,10,164
United Arab Emirates,Zimbabwe,5,7,1,110
United Arab Emirates,Zimbabwe,10,19,3,110
United Arab Emirates,Zimbabwe,15,38,4,110
United Arab Emirates,Zimbabwe,20,40,5,110
United Arab Emirates,Zimbabwe,25,50,6,110
United Arab Emirates,Zimbabwe,30,61,6,110
United Arab Emirates,Zimbabwe,35,71,7,110
United Arab Emirates,Zimbabwe,40,93,8,110
United Arab Emirates,Zimbabwe,45,110,10,110
Namibia,Oman,5,11,0,226
Namibia,Oman,10,32,0,226
Namibia,Oman,15,44,1,226
Namibia,Oman,20,69,1,226
Namibia,Oman,25,85,2,226
Namibia,Oman,30,104,3,226
Namibia,Oman,35,124,4,226
Namibia,Oman,40,137,5,226
Namibia,Oman,45,176,5,226
Namibia,Oman,50,226,7,226
Australia,Pakistan,5,19,1,266
Australia,Pakistan,10,48,2,266
Australia,Pakistan,15,72,2,266
Australia,Pakistan,20,100,2,266
Australia,Pakistan,25,110,3,266
Australia,Pakistan,30,132,3,266
Australia,Pakistan,35,158,4,266
Australia,Pakistan,40,176,4,266
Australia,Pakistan,45,216,5,266
Australia,Pakistan,50,266,6,266
Australia,Pakistan,5,20,0,277
Australia,Pakistan,10,39,0,277
Australia,Pakistan,15,63,1,277
Australia,Pakistan,20,86,2,277
Australia,Pakistan,25,120,4,277
Australia,Pakistan,30,146,5,277
Australia,Pakistan,35,170,5,277
Australia,Pakistan,40,191,5,277
Australia,Pakistan,45,229,5,277
Australia,Pakistan,50,277,7,277
Australia,Pakistan,5,31,0,327
Australia,Pakistan,10,57,0,327
Australia,Pakistan,15,80,0,327
Australia,Pakistan,20,117,0,327
Australia,Pakistan,25,139,1,327
Australia,Pakistan,30,161,1,327
Australia,Pakistan,35,188,1,327
Australia,Pakistan,40,220,2,327
Australia,Pakistan,45,273,2,327
Australia,Pakistan,50,327,7,327
Australia,New Zealand,5,25,0,258
Australia,New Zealand,10,51,0,258
Australia,New Zealand,15,73,0,258
Australia,New Zealand,20,107,0,258
Australia,New Zealand,25,127,1,258
Australia,New Zealand,30,146,2,258
Australia,New Zealand,35,167,4,258
Australia,New Zealand,40,194,4,258
Australia,New Zealand,45,221,4,258
Australia,New Zealand,50,258,7,258
Pakistan,Australia,5,26,1,284
Pakistan,Australia,10,49,2,284
Pakistan,Australia,15,81,2,284
Pakistan,Australia,20,100,3,284
Pakistan,Australia,25,127,4,284
Pakistan,Australia,30,154,4,284
Pakistan,Australia,35,188,4,284
Pakistan,Australia,40,211,4,284
Pakistan,Australia,45,239,5,284
Pakistan,Australia,50,284,7,284
Pakistan,Australia,5,23,0,280
Pakistan,Australia,10,40,1,280
Pakistan,Australia,15,63,1,280
Pakistan,Australia,20,86,2,280
Pakistan,Australia,25,108,2,280
Pakistan,Australia,30,139,2,280
Pakistan,Australia,35,163,2,280
Pakistan,Australia,40,194,4,280
Pakistan,Australia,45,225,4,280
Pakistan,Australia,50,280,5,280
Afghanistan,Ireland,5,26,1,305
Afghanistan,Ireland,10,56,1,305
Afghanistan,Ireland,15,82,1,305
Afghanistan,Ireland,20,110,1,305
Afghanistan,Ireland,25,131,1,305
Afghanistan,Ireland,30,170,1,305
Afghanistan,Ireland,35,190,3,305
Afghanistan,Ireland,40,212,4,305
Afghanistan,Ireland,45,244,5,305
Afghanistan,Ireland,50,305,7,305
Nepal,United Arab Emirates,5,23,0,242
Nepal,United Arab Emirates,10,39,0,242
Nepal,United Arab Emirates,15,58,0,242
Nepal,United Arab Emirates,20,76,2,242
Nepal,United Arab Emirates,25,98,3,242
Nepal,United Arab Emirates,30,120,5,242
Nepal,United Arab Emirates,35,146,5,242
Nepal,United Arab Emirates,40,168,5,242
Nepal,United Arab Emirates,45,202,6,242
Nepal,United Arab Emirates,50,242,9,242
Nepal,United Arab Emirates,5,12,1,113
Nepal,United Arab Emirates,10,28,2,113
Nepal,United Arab Emirates,15,55,4,113
Nepal,United Arab Emirates,20,71,4,113
Nepal,United Arab Emirates,25,81,8,113
Nepal,United Arab Emirates,30,106,9,113
Nepal,United Arab Emirates,35,113,10,113
Ireland,Afghanistan,5,23,1,210
Ireland,Afghanistan,10,42,2,210
Ireland,Afghanistan,15,65,2,210
Ireland,Afghanistan,20,81,2,210
Ireland,Afghanistan,25,102,2,210
Ireland,Afghanistan,30,129,2,210
Ireland,Afghanistan,35,149,4,210
Ireland,Afghanistan,40,167,5,210
Ireland,Afghanistan,45,195,6,210
Ireland,Afghanistan,50,210,10,210
Ireland,Zimbabwe,5,17,0,242
Ireland,Zimbabwe,10,50,0,242
Ireland,Zimbabwe,15,66,0,242
Ireland,Zimbabwe,20,89,0,242
Ireland,Zimbabwe,25,118,1,242
Ireland,Zimbabwe,30,140,2,242
Ireland,Zimbabwe,35,160,4,242
Ireland,Zimbabwe,40,188,4,242
Ireland,Zimbabwe,45,211,6,242
Ireland,Zimbabwe,50,242,9,242
Zimbabwe,Ireland,5,17,1,190
Zimbabwe,Ireland,10,37,3,190
Zimbabwe,Ireland,15,52,3,190
Zimbabwe,Ireland,20,72,5,190
Zimbabwe,Ireland,25,89,6,190
Zimbabwe,Ireland,30,106,6,190
Zimbabwe,Ireland,35,131,6,190
Zimbabwe,Ireland,40,149,7,190
Zimbabwe,Ireland,45,184,8,190
Zimbabwe,Ireland,50,190,10,190
Namibia,Papua New Guinea,5,19,0,260
Namibia,Papua New Guinea,10,40,0,260
Namibia,Papua New Guinea,15,62,1,260
Namibia,Papua New Guinea,20,83,1,260
Namibia,Papua New Guinea,25,106,1,260
Namibia,Papua New Guinea,30,130,3,260
Namibia,Papua New Guinea,35,138,3,260
Namibia,Papua New Guinea,40,168,4,260
Namibia,Papua New Guinea,45,211,5,260
Namibia,Papua New Guinea,50,260,9,260
Papua New Guinea,Namibia,5,22,0,219
Papua New Guinea,Namibia,10,34,2,219
Papua New Guinea,Namibia,15,61,2,219
Papua New Guinea,Namibia,20,81,2,219
Papua New Guinea,Namibia,25,98,3,219
Papua New Guinea,Namibia,30,114,4,219
Papua New Guinea,Namibia,35,133,4,219
Papua New Guinea,Namibia,40,148,6,219
Papua New Guinea,Namibia,45,174,6,219
Papua New Guinea,Namibia,50,219,8,219
United States of America,Papua New Guinea,5,25,1,177
United States of America,Papua New Guinea,10,39,3,177
United States of America,Papua New Guinea,15,52,3,177
United States of America,Papua New Guinea,20,64,5,177
United States of America,Papua New Guinea,25,79,5,177
United States of America,Papua New Guinea,30,100,6,177
United States of America,Papua New Guinea,35,128,7,177
United States of America,Papua New Guinea,40,151,8,177
United States of America,Papua New Guinea,45,172,8,177
United States of America,Papua New Guinea,50,177,10,177
Namibia,United States of America,5,5,1,121
Namibia,United States of America,10,33,1,121
Namibia,United States of America,15,51,3,121
Namibia,United States of America,20,70,5,121
Namibia,United States of America,25,78,6,121
Namibia,United States of America,30,88,6,121
Namibia,United States of America,35,99,8,121
Namibia,United States of America,40,103,8,121
Namibia,United States of America,45,113,9,121
Namibia,United States of America,50,121,10,121
Papua New Guinea,Oman,5,13,0,229
Papua New Guinea,Oman,10,43,0,229
Papua New Guinea,Oman,15,77,0,229
Papua New Guinea,Oman,20,99,1,229
Papua New Guinea,Oman,25,115,2,229
Papua New Guinea,Oman,30,131,3,229
Papua New Guinea,Oman,35,168,4,229
Papua New Guinea,Oman,40,186,6,229
Papua New Guinea,Oman,45,201,8,229
Papua New Guinea,Oman,50,229,8,229
Scotland,Oman,5,18,0,168
Scotland,Oman,10,54,0,168
Scotland,Oman,15,76,2,168
Scotland,Oman,20,92,2,168
Scotland,Oman,25,110,4,168
Scotland,Oman,30,122,6,168
Scotland,Oman,35,138,6,168
Scotland,Oman,40,150,7,168
Scotland,Oman,45,168,10,168
Sri Lanka,Bangladesh,5,13,1,294
Sri Lanka,Bangladesh,10,36,1,294
Sri Lanka,Bangladesh,15,62,1,294
Sri Lanka,Bangladesh,20,95,1,294
Sri Lanka,Bangladesh,25,111,3,294
Sri Lanka,Bangladesh,30,130,3,294
Sri Lanka,Bangladesh,35,162,3,294
Sri Lanka,Bangladesh,40,188,3,294
Sri Lanka,Bangladesh,45,241,4,294
Sri Lanka,Bangladesh,50,294,8,294
Sri Lanka,Pakistan,5,23,1,297
Sri Lanka,Pakistan,10,49,1,297
Sri Lanka,Pakistan,15,74,1,297
Sri Lanka,Pakistan,20,101,2,297
Sri Lanka,Pakistan,25,122,2,297
Sri Lanka,Pakistan,30,153,3,297
Sri Lanka,Pakistan,35,178,3,297
Sri Lanka,Pakistan,40,215,3,297
Sri Lanka,Pakistan,45,247,6,297
Sri Lanka,Pakistan,50,297,9,297
Bangladesh,Sri Lanka,5,19,0,238
Bangladesh,Sri Lanka,10,35,2,238
Bangladesh,Sri Lanka,15,53,3,238
Bangladesh,Sri Lanka,20,73,4,238
Bangladesh,Sri Lanka,25,88,5,238
Bangladesh,Sri Lanka,30,109,5,238
Bangladesh,Sri Lanka,35,130,6,238
Bangladesh,Sri Lanka,40,169,6,238
Bangladesh,Sri Lanka,45,198,6,238
Bangladesh,Sri Lanka,50,238,8,238
Sri Lanka,Bangladesh,5,23,1,314
Sri Lanka,Bangladesh,10,77,1,314
Sri Lanka,Bangladesh,15,107,2,314
Sri Lanka,Bangladesh,20,135,2,314
Sri Lanka,Bangladesh,25,169,2,314
Sri Lanka,Bangladesh,30,198,2,314
Sri Lanka,Bangladesh,35,218,4,314
Sri Lanka,Bangladesh,40,245,4,314
Sri Lanka,Bangladesh,45,275,5,314
Sri Lanka,Bangladesh,50,314,8,314
South Africa,Sri Lanka,5,16,0,263
South Africa,Sri Lanka,10,30,0,263
South Africa,Sri Lanka,15,54,0,263
South Africa,Sri Lanka,20,76,2,263
South Africa,Sri Lanka,25,98,2,263
South Africa,Sri Lanka,30,112,3,263
South Africa,Sri Lanka,35,130,3,263
South Africa,Sri Lanka,40,172,3,263
South Africa,Sri Lanka,45,219,3,263
South Africa,Sri Lanka,50,263,5,263
Australia,South Africa,5,12,2,228
Australia,South Africa,10,40,3,228
Australia,South Africa,15,60,4,228
Australia,South Africa,20,76,6,228
Australia,South Africa,25,98,6,228
Australia,South Africa,30,114,6,228
Australia,South Africa,35,138,6,228
Australia,South Africa,40,166,6,228
Australia,South Africa,45,195,7,228
Australia,South Africa,50,228,10,228
Australia,South Africa,5,22,1,245
Australia,South Africa,10,55,2,245
Australia,South Africa,15,89,3,245
Australia,South Africa,20,109,3,245
Australia,South Africa,25,141,3,245
Australia,South Africa,30,168,3,245
Australia,South Africa,35,185,6,245
Australia,South Africa,40,206,6,245
Australia,South Africa,45,225,8,245
Australia,South Africa,50,245,10,245
Australia,South Africa,5,18,0,281
Australia,South Africa,10,45,1,281
Australia,South Africa,15,68,1,281
Australia,South Africa,20,89,2,281
Australia,South Africa,25,128,2,281
Australia,South Africa,30,142,2,281
Australia,South Africa,35,160,3,281
Australia,South Africa,40,183,5,281
Australia,South Africa,45,218,5,281
Australia,South Africa,50,281,7,281
England,Sri Lanka,5,7,0,321
England,Sri Lanka,10,39,0,321
England,Sri Lanka,15,73,0,321
England,Sri Lanka,20,107,1,321
England,Sri Lanka,25,137,1,321
England,Sri Lanka,30,170,2,321
England,Sri Lanka,35,212,2,321
England,Sri Lanka,40,240,4,321
England,Sri Lanka,45,279,4,321
England,Sri Lanka,50,321,7,321
Sri Lanka,England,5,25,1,318
Sri Lanka,England,10,60,1,318
Sri Lanka,England,15,102,1,318
Sri Lanka,England,20,133,1,318
Sri Lanka,England,25,161,2,318
Sri Lanka,England,30,180,3,318
Sri Lanka,England,35,209,4,318
Sri Lanka,England,40,232,6,318
Sri Lanka,England,45,261,7,318
Sri Lanka,England,50,318,7,318
England,Pakistan,5,29,1,271
England,Pakistan,10,54,1,271
England,Pakistan,15,80,2,271
England,Pakistan,20,100,2,271
England,Pakistan,25,125,4,271
England,Pakistan,30,147,4,271
England,Pakistan,35,165,4,271
England,Pakistan,40,195,4,271
England,Pakistan,45,230,6,271
England,Pakistan,50,271,9,271
Sri Lanka,England,5,25,1,257
Sri Lanka,England,10,48,1,257
Sri Lanka,England,15,97,1,257
Sri Lanka,England,20,115,1,257
Sri Lanka,England,25,139,2,257
Sri Lanka,England,30,165,3,257
Sri Lanka,England,35,189,4,257
Sri Lanka,England,40,207,6,257
Sri Lanka,England,45,225,6,257
Sri Lanka,England,50,257,9,257
Pakistan,England,5,14,0,154
Pakistan,England,10,27,0,154
Pakistan,England,15,51,3,154
Pakistan,England,20,67,3,154
Pakistan,England,25,74,5,154
Pakistan,England,30,92,6,154
Pakistan,England,35,108,7,154
Pakistan,England,40,124,8,154
Pakistan,England,45,137,9,154
Pakistan,England,50,154,9,154
Pakistan,England,5,24,2,235
Pakistan,England,10,41,2,235
Pakistan,England,15,49,3,235
Pakistan,England,20,78,3,235
Pakistan,England,25,101,3,235
Pakistan,England,30,115,5,235
Pakistan,England,35,128,6,235
Pakistan,England,40,144,7,235
Pakistan,England,45,165,7,235
Pakistan,England,50,235,8,235
Sri Lanka,England,5,18,0,319
Sri Lanka,England,10,42,1,319
Sri Lanka,England,15,78,1,319
Sri Lanka,England,20,106,1,319
Sri Lanka,England,25,144,1,319
Sri Lanka,England,30,190,1,319
Sri Lanka,England,35,206,2,319
Sri Lanka,England,40,242,2,319
Sri Lanka,England,45,281,3,319
Sri Lanka,England,50,319,8,319
England,Sri Lanka,5,19,0,261
England,Sri Lanka,10,47,0,261
England,Sri Lanka,15,75,2,261
England,Sri Lanka,20,91,2,261
England,Sri Lanka,25,109,3,261
England,Sri Lanka,30,129,3,261
England,Sri Lanka,35,149,4,261
England,Sri Lanka,40,172,4,261
England,Sri Lanka,45,216,5,261
England,Sri Lanka,50,261,7,261
England,Ireland,5,32,0,301
England,Ireland,10,60,1,301
England,Ireland,15,95,3,301
England,Ireland,20,118,3,301
England,Ireland,25,143,3,301
England,Ireland,30,165,3,301
England,Ireland,35,187,3,301
England,Ireland,40,217,3,301
England,Ireland,45,258,4,301
England,Ireland,50,301,7,301
Oman,United States of America,5,14,0,276
Oman,United States of America,10,26,1,276
Oman,United States of America,15,53,2,276
Oman,United States of America,20,75,2,276
Oman,United States of America,25,118,2,276
Oman,United States of America,30,132,2,276
Oman,United States of America,35,160,2,276
Oman,United States of America,40,201,2,276
Oman,United States of America,45,241,2,276
Oman,United States of America,50,276,6,276
United States of America,Nepal,5,20,1,35
United States of America,Nepal,10,31,6,35
United States of America,Nepal,15,35,10,35
Bangladesh,Zimbabwe,5,23,0,321
Bangladesh,Zimbabwe,10,44,0,321
Bangladesh,Zimbabwe,15,65,1,321
Bangladesh,Zimbabwe,20,105,1,321
Bangladesh,Zimbabwe,25,134,1,321
Bangladesh,Zimbabwe,30,159,2,321
Bangladesh,Zimbabwe,35,185,3,321
Bangladesh,Zimbabwe,40,227,4,321
Bangladesh,Zimbabwe,45,266,4,321
Bangladesh,Zimbabwe,50,321,7,321
Bangladesh,Zimbabwe,5,21,0,322
Bangladesh,Zimbabwe,10,65,1,322
Bangladesh,Zimbabwe,15,83,2,322
Bangladesh,Zimbabwe,20,110,2,322
Bangladesh,Zimbabwe,25,146,2,322
Bangladesh,Zimbabwe,30,179,3,322
Bangladesh,Zimbabwe,35,190,3,322
Bangladesh,Zimbabwe,40,239,3,322
Bangladesh,Zimbabwe,45,283,4,322
Bangladesh,Zimbabwe,50,322,8,322
United States of America,Oman,5,11,0,213
United States of America,Oman,10,30,2,213
United States of America,Oman,15,52,3,213
United States of America,Oman,20,67,4,213
United States of America,Oman,25,91,4,213
United States of America,Oman,30,119,4,213
United States of America,Oman,35,144,6,213
United States of America,Oman,40,160,6,213
United States of America,Oman,45,182,8,213
United States of America,Oman,50,213,10,213
Oman,Nepal,5,10,1,197
Oman,Nepal,10,32,2,197
Oman,Nepal,15,44,3,197
Oman,Nepal,20,58,5,197
Oman,Nepal,25,69,5,197
Oman,Nepal,30,81,5,197
Oman,Nepal,35,99,5,197
Oman,Nepal,40,121,6,197
Oman,Nepal,45,141,7,197
Oman,Nepal,50,197,9,197
Nepal,United States of America,5,14,1,190
Nepal,United States of America,10,34,1,190
Nepal,United States of America,15,47,2,190
Nepal,United States of America,20,49,4,190
Nepal,United States of America,25,72,5,190
Nepal,United States of America,30,102,5,190
Nepal,United States of America,35,133,5,190
Nepal,United States of America,40,154,7,190
Nepal,United States of America,45,173,8,190
Nepal,United States of America,50,190,10,190
Nepal,Oman,5,14,0,249
Nepal,Oman,10,22,0,249
Nepal,Oman,15,48,1,249
Nepal,Oman,20,81,1,249
Nepal,Oman,25,114,3,249
Nepal,Oman,30,138,4,249
Nepal,Oman,35,167,5,249
Nepal,Oman,40,189,5,249
Nepal,Oman,45,213,6,249
Nepal,Oman,50,249,8,249
Sri Lanka,West Indies,5,32,0,307
Sri Lanka,West Indies,10,60,0,307
Sri Lanka,West Indies,15,70,1,307
Sri Lanka,West Indies,20,92,2,307
Sri Lanka,West Indies,25,123,2,307
Sri Lanka,West Indies,30,165,2,307
Sri Lanka,West Indies,35,201,4,307
Sri Lanka,West Indies,40,219,5,307
Sri Lanka,West Indies,45,268,5,307
Sri Lanka,West Indies,50,307,10,307
Sri Lanka,West Indies,5,17,2,345
Sri Lanka,West Indies,10,49,2,345
Sri Lanka,West Indies,15,76,2,345
Sri Lanka,West Indies,20,107,2,345
Sri Lanka,West Indies,25,139,2,345
Sri Lanka,West Indies,30,174,2,345
Sri Lanka,West Indies,35,201,2,345
Sri Lanka,West Indies,40,246,2,345
Sri Lanka,West Indies,45,296,5,345
Sri Lanka,West Indies,50,345,8,345
West Indies,Sri Lanka,5,11,1,289
West Indies,Sri Lanka,10,31,1,289
West Indies,Sri Lanka,15,70,1,289
West Indies,Sri Lanka,20,87,2,289
West Indies,Sri Lanka,25,101,2,289
West Indies,Sri Lanka,30,136,2,289
West Indies,Sri Lanka,35,169,2,289
West Indies,Sri Lanka,40,195,4,289
West Indies,Sri Lanka,45,230,5,289
West Indies,Sri Lanka,50,289,7,289
Namibia,United Arab Emirates,5,13,2,94
Namibia,United Arab Emirates,10,24,3,94
Namibia,United Arab Emirates,15,53,5,94
Namibia,United Arab Emirates,20,71,5,94
Namibia,United Arab Emirates,25,86,7,94
Namibia,United Arab Emirates,30,94,10,94
United States of America,Scotland,5,17,1,245
United States of America,Scotland,10,53,1,245
United States of America,Scotland,15,74,1,245
United States of America,Scotland,20,93,1,245
United States of America,Scotland,25,106,3,245
United States of America,Scotland,30,126,5,245
United States of America,Scotland,35,153,5,245
United States of America,Scotland,40,179,6,245
United States of America,Scotland,45,204,7,245
United States of America,Scotland,50,245,9,245
United States of America,United Arab Emirates,5,8,0,213
United States of America,United Arab Emirates,10,46,1,213
United States of America,United Arab Emirates,15,62,3,213
United States of America,United Arab Emirates,20,76,4,213
United States of America,United Arab Emirates,25,99,4,213
United States of America,United Arab Emirates,30,130,4,213
United States of America,United Arab Emirates,35,144,5,213
United States of America,United Arab Emirates,40,165,6,213
United States of America,United Arab Emirates,45,186,8,213
United States of America,United Arab Emirates,50,213,10,213
United Arab Emirates,Oman,5,13,2,170
United Arab Emirates,Oman,10,27,3,170
United Arab Emirates,Oman,15,54,4,170
United Arab Emirates,Oman,20,72,4,170
United Arab Emirates,Oman,25,91,5,170
United Arab Emirates,Oman,30,106,5,170
United Arab Emirates,Oman,35,130,6,170
United Arab Emirates,Oman,40,146,7,170
United Arab Emirates,Oman,45,162,8,170
United Arab Emirates,Oman,50,170,10,170
United Arab Emirates,Namibia,5,18,1,222
United Arab Emirates,Namibia,10,27,1,222
United Arab Emirates,Namibia,15,58,2,222
United Arab Emirates,Namibia,20,71,3,222
United Arab Emirates,Namibia,25,91,3,222
United Arab Emirates,Namibia,30,114,4,222
United Arab Emirates,Namibia,35,136,7,222
United Arab Emirates,Namibia,40,168,7,222
United Arab Emirates,Namibia,45,195,8,222
United Arab Emirates,Namibia,50,222,9,222
Scotland,United Arab Emirates,5,33,0,220
Scotland,United Arab Emirates,10,58,0,220
Scotland,United Arab Emirates,15,74,0,220
Scotland,United Arab Emirates,20,90,0,220
Scotland,United Arab Emirates,25,119,0,220
Scotland,United Arab Emirates,30,150,1,220
Scotland,United Arab Emirates,35,170,4,220
Scotland,United Arab Emirates,40,188,5,220
Scotland,United Arab Emirates,45,209,5,220
Scotland,United Arab Emirates,50,220,10,220
Namibia,Oman,5,14,1,324
Namibia,Oman,10,43,2,324
Namibia,Oman,15,82,2,324
Namibia,Oman,20,120,3,324
Namibia,Oman,25,146,4,324
Namibia,Oman,30,178,4,324
Namibia,Oman,35,203,4,324
Namibia,Oman,40,219,6,324
Namibia,Oman,45,273,6,324
Namibia,Oman,50,324,7,324
United States of America,Scotland,5,14,1,282
United States of America,Scotland,10,34,2,282
United States of America,Scotland,15,54,2,282
United States of America,Scotland,20,77,2,282
United States of America,Scotland,25,96,2,282
United States of America,Scotland,30,125,2,282
United States of America,Scotland,35,170,2,282
United States of America,Scotland,40,205,4,282
United States of America,Scotland,45,251,4,282
United States of America,Scotland,50,282,8,282
United Arab Emirates,United States of America,5,15,0,202
United Arab Emirates,United States of America,10,38,2,202
United Arab Emirates,United States of America,15,58,2,202
United Arab Emirates,United States of America,20,84,2,202
United Arab Emirates,United States of America,25,103,3,202
United Arab Emirates,United States of America,30,121,4,202
United Arab Emirates,United States of America,35,136,5,202
United Arab Emirates,United States of America,40,166,6,202
United Arab Emirates,United States of America,45,202,8,202
